Field1,Field2,nope,Field4
nickiminaj,coldplay,yup,nope
nickiminaj,realdonaldtrump,nope,nope
nickiminaj,theeconomist,nope,nope
nickiminaj,aplusk,nope,nope
nickiminaj,vine,nope,nope
nickiminaj,deepikapadukone,nope,nope
nickiminaj,edsheeran,nope,nope
nickiminaj,ricky_martin,yup,yup
nickiminaj,shugairi,nope,nope
nickiminaj,xtina,yup,nope
nickiminaj,agnezmo,nope,nope
nickiminaj,reuters,nope,nope
nickiminaj,priyankachopra,nope,nope
nickiminaj,twitterespanol,nope,nope
nickiminaj,ihrithik,nope,nope
nickiminaj,akshaykumar,nope,nope
nickiminaj,ryanseacrest,yup,yup
nickiminaj,ivetesangalo,nope,nope
nickiminaj,pmoindia,nope,nope
nickiminaj,snoopdogg,yup,yup
kendalljenner,katyperry,nope,nope
kendalljenner,justinbieber,yup,yup
kendalljenner,taylorswift13,nope,nope
kendalljenner,rihanna,nope,nope
kendalljenner,youtube,nope,nope
kendalljenner,ladygaga,nope,nope
kendalljenner,theellenshow,nope,yup
kendalljenner,twitter,nope,nope
kendalljenner,jtimberlake,nope,nope
kendalljenner,britneyspears,nope,nope
kendalljenner,kimkardashian,yup,yup
kendalljenner,selenagomez,nope,yup
kendalljenner,cnnbrk,yup,nope
kendalljenner,jimmyfallon,yup,yup
kendalljenner,shakira,nope,nope
kendalljenner,ddlovato,nope,yup
kendalljenner,instagram,nope,nope
kendalljenner,oprah,nope,nope
kendalljenner,kingjames,nope,nope
kendalljenner,nytimes,yup,nope
kendalljenner,kevinhart4real,yup,nope
kendalljenner,onedirection,nope,nope
kendalljenner,mileycyrus,yup,yup
kendalljenner,sportscenter,nope,nope
kendalljenner,espn,nope,nope
kendalljenner,pink,nope,nope
kendalljenner,liltunechi,nope,nope
kendalljenner,wizkhalifa,nope,nope
kendalljenner,niallofficial,yup,yup
kendalljenner,kanyewest,yup,nope
kendalljenner,neymarjr,nope,nope
kendalljenner,narendramodi,nope,nope
kendalljenner,danieltosh,nope,nope
kendalljenner,aliciakeys,nope,nope
kendalljenner,srbachchan,nope,nope
kendalljenner,nba,nope,nope
kendalljenner,liampayne,nope,yup
kendalljenner,louis_tomlinson,nope,nope
kendalljenner,pitbull,nope,nope
kendalljenner,khloekardashian,yup,yup
kendalljenner,iamsrk,nope,nope
kendalljenner,kourtneykardash,yup,yup
kendalljenner,realmadrid,nope,nope
kendalljenner,davidguetta,nope,nope
kendalljenner,nfl,nope,nope
kendalljenner,nasa,nope,nope
kendalljenner,nickiminaj,nope,nope
kendalljenner,zaynmalik,nope,yup
kendalljenner,aamir_khan,nope,nope
kendalljenner,kyliejenner,yup,yup
kendalljenner,chrisbrown,nope,nope
kendalljenner,blakeshelton,nope,nope
kendalljenner,coldplay,nope,nope
kendalljenner,realdonaldtrump,nope,nope
kendalljenner,theeconomist,nope,nope
kendalljenner,aplusk,nope,nope
kendalljenner,mariahcarey,nope,nope
kendalljenner,vine,nope,nope
kendalljenner,deepikapadukone,nope,nope
kendalljenner,leodicaprio,nope,nope
kendalljenner,edsheeran,nope,nope
kendalljenner,mohamadalarefe,nope,nope
kendalljenner,ricky_martin,nope,nope
kendalljenner,shugairi,nope,nope
kendalljenner,xtina,nope,nope
kendalljenner,agnezmo,nope,nope
kendalljenner,reuters,nope,nope
kendalljenner,priyankachopra,nope,nope
kendalljenner,twitterespanol,nope,nope
kendalljenner,ihrithik,nope,nope
kendalljenner,akshaykumar,nope,nope
kendalljenner,ryanseacrest,yup,yup
kendalljenner,ivetesangalo,nope,nope
kendalljenner,pmoindia,nope,nope
kendalljenner,snoopdogg,nope,yup
avrillavigne,katyperry,nope,nope
avrillavigne,justinbieber,yup,yup
avrillavigne,taylorswift13,yup,yup
avrillavigne,barackobama,nope,nope
avrillavigne,rihanna,nope,nope
avrillavigne,youtube,nope,nope
avrillavigne,ladygaga,nope,nope
avrillavigne,theellenshow,nope,nope
avrillavigne,twitter,nope,nope
avrillavigne,jtimberlake,nope,nope
avrillavigne,britneyspears,yup,yup
avrillavigne,kimkardashian,nope,nope
avrillavigne,cristiano,nope,nope
avrillavigne,selenagomez,nope,nope
avrillavigne,cnnbrk,nope,nope
avrillavigne,jimmyfallon,nope,nope
avrillavigne,shakira,nope,nope
avrillavigne,ddlovato,yup,yup
avrillavigne,instagram,nope,nope
avrillavigne,jlo,nope,nope
avrillavigne,oprah,nope,nope
avrillavigne,drake,nope,nope
avrillavigne,kingjames,nope,nope
avrillavigne,billgates,nope,nope
avrillavigne,nytimes,nope,nope
avrillavigne,kevinhart4real,nope,nope
avrillavigne,onedirection,nope,nope
avrillavigne,mileycyrus,yup,nope
avrillavigne,sportscenter,nope,nope
avrillavigne,cnn,nope,nope
avrillavigne,espn,nope,nope
avrillavigne,harry_styles,yup,nope
avrillavigne,pink,nope,nope
avrillavigne,liltunechi,nope,nope
avrillavigne,wizkhalifa,nope,nope
avrillavigne,niallofficial,nope,nope
avrillavigne,bbcbreaking,nope,nope
avrillavigne,brunomars,nope,nope
avrillavigne,kanyewest,nope,nope
avrillavigne,neymarjr,nope,nope
avrillavigne,kaka,nope,nope
avrillavigne,narendramodi,nope,nope
avrillavigne,danieltosh,nope,nope
avrillavigne,aliciakeys,nope,nope
avrillavigne,srbachchan,nope,nope
avrillavigne,nba,nope,nope
avrillavigne,liampayne,yup,yup
avrillavigne,louis_tomlinson,nope,nope
avrillavigne,emmawatson,nope,nope
avrillavigne,pitbull,nope,nope
avrillavigne,khloekardashian,nope,nope
avrillavigne,iamsrk,nope,nope
avrillavigne,conanobrien,nope,nope
avrillavigne,kourtneykardash,nope,nope
avrillavigne,realmadrid,nope,nope
avrillavigne,davidguetta,nope,nope
avrillavigne,beingsalmankhan,nope,nope
avrillavigne,nfl,nope,nope
avrillavigne,eminem,nope,nope
avrillavigne,nasa,nope,nope
avrillavigne,nickiminaj,nope,nope
avrillavigne,kendalljenner,nope,nope
avrillavigne,zaynmalik,nope,nope
avrillavigne,aamir_khan,nope,nope
avrillavigne,fcbarcelona,nope,nope
avrillavigne,kyliejenner,yup,yup
avrillavigne,chrisbrown,nope,nope
avrillavigne,blakeshelton,nope,nope
avrillavigne,coldplay,nope,nope
avrillavigne,realdonaldtrump,nope,nope
avrillavigne,theeconomist,nope,nope
avrillavigne,aplusk,nope,nope
avrillavigne,bbcworld,nope,nope
avrillavigne,mariahcarey,nope,nope
avrillavigne,vine,nope,nope
avrillavigne,deepikapadukone,nope,nope
avrillavigne,leodicaprio,yup,nope
avrillavigne,google,nope,nope
avrillavigne,edsheeran,nope,nope
avrillavigne,mohamadalarefe,nope,nope
avrillavigne,ricky_martin,nope,nope
avrillavigne,shugairi,nope,nope
avrillavigne,xtina,nope,nope
avrillavigne,agnezmo,nope,nope
avrillavigne,reuters,nope,nope
avrillavigne,priyankachopra,nope,nope
avrillavigne,twitterespanol,nope,nope
avrillavigne,ihrithik,nope,nope
avrillavigne,akshaykumar,nope,nope
avrillavigne,jimcarrey,yup,nope
avrillavigne,kdtrey5,nope,nope
avrillavigne,ryanseacrest,yup,yup
avrillavigne,ivetesangalo,nope,nope
avrillavigne,pmoindia,nope,nope
avrillavigne,snoopdogg,nope,nope
aamir_khan,katyperry,nope,nope
aamir_khan,justinbieber,nope,nope
aamir_khan,taylorswift13,nope,nope
aamir_khan,rihanna,nope,nope
aamir_khan,ladygaga,nope,nope
aamir_khan,twitter,nope,nope
aamir_khan,jtimberlake,nope,nope
aamir_khan,britneyspears,nope,nope
aamir_khan,selenagomez,nope,nope
aamir_khan,cnnbrk,nope,nope
aamir_khan,jimmyfallon,nope,nope
aamir_khan,shakira,nope,nope
aamir_khan,ddlovato,nope,nope
aamir_khan,instagram,nope,nope
aamir_khan,nytimes,nope,nope
aamir_khan,onedirection,nope,nope
aamir_khan,espn,nope,nope
aamir_khan,wizkhalifa,nope,nope
aamir_khan,kanyewest,nope,nope
aamir_khan,neymarjr,nope,nope
aamir_khan,narendramodi,nope,nope
aamir_khan,danieltosh,nope,nope
aamir_khan,aliciakeys,nope,nope
aamir_khan,pitbull,nope,nope
aamir_khan,khloekardashian,nope,nope
aamir_khan,iamsrk,nope,nope
aamir_khan,kourtneykardash,nope,nope
aamir_khan,realmadrid,nope,nope
aamir_khan,davidguetta,nope,nope
aamir_khan,zaynmalik,nope,nope
aamir_khan,chrisbrown,nope,nope
aamir_khan,blakeshelton,nope,nope
aamir_khan,coldplay,nope,nope
aamir_khan,realdonaldtrump,nope,nope
aamir_khan,aplusk,nope,nope
aamir_khan,vine,nope,nope
aamir_khan,deepikapadukone,nope,yup
aamir_khan,edsheeran,nope,nope
aamir_khan,ricky_martin,nope,nope
aamir_khan,shugairi,nope,nope
aamir_khan,xtina,nope,nope
aamir_khan,agnezmo,nope,nope
aamir_khan,priyankachopra,nope,yup
aamir_khan,ihrithik,yup,nope
aamir_khan,akshaykumar,nope,nope
aamir_khan,ivetesangalo,nope,nope
fcbarcelona,katyperry,nope,nope
fcbarcelona,justinbieber,nope,nope
fcbarcelona,taylorswift13,nope,nope
fcbarcelona,rihanna,nope,nope
fcbarcelona,youtube,nope,nope
fcbarcelona,ladygaga,nope,nope
fcbarcelona,theellenshow,nope,nope
fcbarcelona,twitter,nope,nope
fcbarcelona,jtimberlake,nope,nope
fcbarcelona,britneyspears,nope,nope
fcbarcelona,kimkardashian,nope,nope
fcbarcelona,selenagomez,nope,nope
fcbarcelona,cnnbrk,nope,nope
fcbarcelona,jimmyfallon,nope,nope
fcbarcelona,shakira,nope,nope
fcbarcelona,ddlovato,nope,nope
fcbarcelona,instagram,nope,nope
fcbarcelona,jlo,nope,nope
fcbarcelona,oprah,nope,nope
fcbarcelona,kingjames,nope,nope
fcbarcelona,nytimes,nope,nope
fcbarcelona,kevinhart4real,nope,nope
fcbarcelona,onedirection,nope,nope
fcbarcelona,mileycyrus,nope,nope
fcbarcelona,sportscenter,nope,nope
fcbarcelona,espn,nope,nope
fcbarcelona,harry_styles,nope,nope
fcbarcelona,pink,nope,nope
fcbarcelona,liltunechi,nope,nope
fcbarcelona,wizkhalifa,nope,nope
fcbarcelona,niallofficial,nope,nope
fcbarcelona,kanyewest,nope,nope
fcbarcelona,neymarjr,yup,yup
fcbarcelona,kaka,nope,nope
fcbarcelona,narendramodi,nope,nope
fcbarcelona,danieltosh,nope,nope
fcbarcelona,aliciakeys,nope,nope
fcbarcelona,srbachchan,nope,nope
fcbarcelona,nba,nope,nope
fcbarcelona,liampayne,nope,nope
fcbarcelona,louis_tomlinson,nope,yup
fcbarcelona,pitbull,nope,nope
fcbarcelona,khloekardashian,nope,nope
fcbarcelona,iamsrk,nope,nope
fcbarcelona,kourtneykardash,nope,nope
fcbarcelona,realmadrid,nope,nope
fcbarcelona,davidguetta,nope,nope
fcbarcelona,nfl,nope,nope
fcbarcelona,nasa,nope,nope
fcbarcelona,nickiminaj,nope,nope
fcbarcelona,kendalljenner,nope,nope
fcbarcelona,zaynmalik,nope,nope
fcbarcelona,aamir_khan,nope,nope
fcbarcelona,kyliejenner,nope,nope
fcbarcelona,chrisbrown,nope,nope
fcbarcelona,blakeshelton,nope,nope
fcbarcelona,coldplay,nope,nope
fcbarcelona,realdonaldtrump,nope,nope
fcbarcelona,theeconomist,nope,nope
fcbarcelona,aplusk,nope,nope
fcbarcelona,mariahcarey,nope,nope
fcbarcelona,vine,nope,nope
fcbarcelona,deepikapadukone,nope,nope
fcbarcelona,leodicaprio,nope,nope
fcbarcelona,google,nope,nope
fcbarcelona,edsheeran,nope,nope
fcbarcelona,mohamadalarefe,nope,nope
fcbarcelona,ricky_martin,nope,nope
fcbarcelona,shugairi,nope,nope
fcbarcelona,xtina,nope,nope
fcbarcelona,agnezmo,nope,nope
fcbarcelona,reuters,nope,nope
fcbarcelona,priyankachopra,nope,nope
fcbarcelona,twitterespanol,nope,nope
fcbarcelona,ihrithik,nope,nope
fcbarcelona,akshaykumar,nope,nope
fcbarcelona,jimcarrey,nope,nope
fcbarcelona,kdtrey5,nope,nope
fcbarcelona,ryanseacrest,nope,nope
fcbarcelona,ivetesangalo,nope,nope
fcbarcelona,pmoindia,nope,nope
fcbarcelona,snoopdogg,nope,nope
kyliejenner,katyperry,yup,nope
kyliejenner,justinbieber,yup,yup
kyliejenner,taylorswift13,yup,nope
kyliejenner,rihanna,yup,nope
kyliejenner,youtube,nope,nope
kyliejenner,ladygaga,yup,nope
kyliejenner,theellenshow,nope,nope
kyliejenner,twitter,nope,nope
kyliejenner,jtimberlake,yup,nope
kyliejenner,britneyspears,yup,nope
kyliejenner,selenagomez,yup,nope
kyliejenner,cnnbrk,nope,nope
kyliejenner,jimmyfallon,nope,yup
kyliejenner,shakira,nope,nope
kyliejenner,ddlovato,yup,yup
kyliejenner,instagram,nope,nope
kyliejenner,oprah,nope,nope
kyliejenner,nytimes,nope,nope
kyliejenner,onedirection,nope,nope
kyliejenner,mileycyrus,yup,nope
kyliejenner,sportscenter,nope,nope
kyliejenner,espn,nope,nope
kyliejenner,pink,nope,nope
kyliejenner,liltunechi,yup,nope
kyliejenner,wizkhalifa,nope,nope
kyliejenner,niallofficial,yup,yup
kyliejenner,kanyewest,yup,nope
kyliejenner,neymarjr,nope,nope
kyliejenner,narendramodi,nope,nope
kyliejenner,danieltosh,nope,nope
kyliejenner,aliciakeys,nope,nope
kyliejenner,srbachchan,nope,nope
kyliejenner,nba,nope,nope
kyliejenner,liampayne,yup,yup
kyliejenner,louis_tomlinson,nope,nope
kyliejenner,pitbull,nope,nope
kyliejenner,khloekardashian,yup,yup
kyliejenner,iamsrk,nope,nope
kyliejenner,kourtneykardash,yup,yup
kyliejenner,realmadrid,nope,nope
kyliejenner,davidguetta,nope,nope
kyliejenner,nfl,nope,nope
kyliejenner,nasa,nope,nope
kyliejenner,nickiminaj,yup,yup
kyliejenner,zaynmalik,yup,yup
kyliejenner,aamir_khan,nope,nope
kyliejenner,chrisbrown,yup,nope
kyliejenner,blakeshelton,nope,nope
kyliejenner,coldplay,nope,nope
kyliejenner,realdonaldtrump,nope,nope
kyliejenner,theeconomist,nope,nope
kyliejenner,aplusk,nope,nope
kyliejenner,mariahcarey,nope,nope
kyliejenner,vine,nope,nope
kyliejenner,deepikapadukone,nope,nope
kyliejenner,leodicaprio,nope,nope
kyliejenner,edsheeran,nope,nope
kyliejenner,mohamadalarefe,nope,nope
kyliejenner,ricky_martin,nope,nope
kyliejenner,shugairi,nope,nope
kyliejenner,xtina,nope,nope
kyliejenner,agnezmo,nope,nope
kyliejenner,reuters,nope,nope
kyliejenner,priyankachopra,nope,nope
kyliejenner,twitterespanol,nope,nope
kyliejenner,ihrithik,nope,nope
kyliejenner,akshaykumar,nope,nope
kyliejenner,ryanseacrest,yup,yup
kyliejenner,ivetesangalo,nope,nope
kyliejenner,pmoindia,nope,nope
kyliejenner,snoopdogg,nope,nope
chrisbrown,katyperry,nope,nope
chrisbrown,justinbieber,nope,yup
chrisbrown,taylorswift13,nope,nope
chrisbrown,rihanna,nope,nope
chrisbrown,ladygaga,nope,nope
chrisbrown,twitter,nope,nope
chrisbrown,jtimberlake,nope,nope
chrisbrown,selenagomez,nope,nope
chrisbrown,cnnbrk,nope,nope
chrisbrown,jimmyfallon,nope,yup
chrisbrown,shakira,nope,nope
chrisbrown,ddlovato,nope,nope
chrisbrown,instagram,nope,nope
chrisbrown,nytimes,nope,nope
chrisbrown,onedirection,nope,nope
chrisbrown,espn,nope,nope
chrisbrown,wizkhalifa,nope,nope
chrisbrown,kanyewest,nope,nope
chrisbrown,neymarjr,nope,nope
chrisbrown,narendramodi,nope,nope
chrisbrown,danieltosh,nope,nope
chrisbrown,pitbull,nope,yup
chrisbrown,khloekardashian,nope,nope
chrisbrown,iamsrk,nope,nope
chrisbrown,kourtneykardash,nope,nope
chrisbrown,realmadrid,nope,nope
chrisbrown,davidguetta,nope,yup
chrisbrown,zaynmalik,nope,yup
chrisbrown,coldplay,nope,nope
chrisbrown,realdonaldtrump,nope,nope
chrisbrown,vine,nope,nope
chrisbrown,deepikapadukone,nope,nope
chrisbrown,edsheeran,nope,nope
chrisbrown,ricky_martin,nope,nope
chrisbrown,shugairi,nope,nope
chrisbrown,xtina,nope,nope
chrisbrown,priyankachopra,nope,nope
chrisbrown,ihrithik,nope,nope
chrisbrown,ivetesangalo,nope,nope
blakeshelton,katyperry,nope,nope
blakeshelton,justinbieber,nope,yup
blakeshelton,taylorswift13,nope,nope
blakeshelton,rihanna,nope,nope
blakeshelton,ladygaga,nope,nope
blakeshelton,twitter,nope,nope
blakeshelton,jtimberlake,yup,yup
blakeshelton,britneyspears,nope,nope
blakeshelton,selenagomez,nope,nope
blakeshelton,cnnbrk,nope,nope
blakeshelton,jimmyfallon,nope,yup
blakeshelton,shakira,yup,yup
blakeshelton,ddlovato,nope,nope
blakeshelton,instagram,nope,nope
blakeshelton,nytimes,nope,nope
blakeshelton,onedirection,nope,nope
blakeshelton,espn,nope,nope
blakeshelton,wizkhalifa,nope,nope
blakeshelton,kanyewest,nope,nope
blakeshelton,neymarjr,nope,nope
blakeshelton,narendramodi,nope,nope
blakeshelton,danieltosh,nope,nope
blakeshelton,pitbull,nope,yup
blakeshelton,khloekardashian,nope,nope
blakeshelton,iamsrk,nope,nope
blakeshelton,kourtneykardash,nope,nope
blakeshelton,realmadrid,nope,nope
blakeshelton,davidguetta,nope,nope
blakeshelton,zaynmalik,nope,nope
blakeshelton,chrisbrown,nope,nope
blakeshelton,coldplay,nope,nope
blakeshelton,realdonaldtrump,nope,nope
blakeshelton,vine,nope,nope
blakeshelton,deepikapadukone,nope,nope
blakeshelton,edsheeran,nope,nope
blakeshelton,ricky_martin,nope,nope
blakeshelton,shugairi,nope,nope
blakeshelton,xtina,yup,yup
blakeshelton,priyankachopra,nope,nope
blakeshelton,ihrithik,nope,nope
blakeshelton,ivetesangalo,nope,nope
coldplay,katyperry,nope,nope
coldplay,justinbieber,nope,yup
coldplay,taylorswift13,nope,nope
coldplay,rihanna,yup,yup
coldplay,ladygaga,yup,nope
coldplay,twitter,nope,nope
coldplay,jtimberlake,yup,nope
coldplay,selenagomez,nope,nope
coldplay,jimmyfallon,yup,yup
coldplay,shakira,nope,yup
coldplay,ddlovato,nope,nope
coldplay,instagram,nope,nope
coldplay,nytimes,nope,nope
coldplay,onedirection,nope,nope
coldplay,espn,nope,nope
coldplay,wizkhalifa,nope,nope
coldplay,kanyewest,yup,nope
coldplay,neymarjr,nope,nope
coldplay,narendramodi,nope,nope
coldplay,danieltosh,nope,nope
coldplay,pitbull,nope,yup
coldplay,khloekardashian,nope,nope
coldplay,iamsrk,nope,nope
coldplay,kourtneykardash,nope,nope
coldplay,realmadrid,nope,nope
coldplay,davidguetta,nope,nope
coldplay,zaynmalik,nope,nope
coldplay,realdonaldtrump,nope,nope
coldplay,vine,nope,nope
coldplay,deepikapadukone,nope,nope
coldplay,edsheeran,nope,nope
coldplay,ricky_martin,nope,nope
coldplay,shugairi,nope,nope
coldplay,xtina,nope,nope
coldplay,priyankachopra,nope,nope
coldplay,ihrithik,nope,nope
coldplay,ivetesangalo,nope,nope
realdonaldtrump,taylorswift13,nope,nope
realdonaldtrump,rihanna,nope,nope
realdonaldtrump,twitter,nope,nope
realdonaldtrump,selenagomez,nope,nope
realdonaldtrump,shakira,nope,nope
realdonaldtrump,wizkhalifa,nope,nope
realdonaldtrump,realmadrid,nope,nope
realdonaldtrump,zaynmalik,nope,nope
realdonaldtrump,vine,nope,nope
realdonaldtrump,ricky_martin,nope,nope
realdonaldtrump,shugairi,nope,nope
realdonaldtrump,xtina,nope,nope
theeconomist,katyperry,nope,nope
theeconomist,justinbieber,nope,nope
theeconomist,taylorswift13,nope,nope
theeconomist,rihanna,nope,nope
theeconomist,youtube,nope,nope
theeconomist,ladygaga,nope,nope
theeconomist,theellenshow,nope,nope
theeconomist,twitter,nope,nope
theeconomist,jtimberlake,nope,nope
theeconomist,britneyspears,nope,nope
theeconomist,selenagomez,nope,nope
theeconomist,cnnbrk,nope,nope
theeconomist,jimmyfallon,yup,yup
theeconomist,shakira,nope,nope
theeconomist,ddlovato,nope,nope
theeconomist,instagram,nope,nope
theeconomist,nytimes,yup,nope
theeconomist,onedirection,nope,nope
theeconomist,espn,nope,nope
theeconomist,wizkhalifa,nope,nope
theeconomist,kanyewest,nope,nope
theeconomist,neymarjr,nope,nope
theeconomist,narendramodi,nope,yup
theeconomist,danieltosh,nope,nope
theeconomist,aliciakeys,nope,nope
theeconomist,pitbull,nope,nope
theeconomist,khloekardashian,nope,nope
theeconomist,iamsrk,nope,nope
theeconomist,kourtneykardash,nope,nope
theeconomist,realmadrid,nope,nope
theeconomist,davidguetta,nope,nope
theeconomist,zaynmalik,nope,nope
theeconomist,aamir_khan,nope,nope
theeconomist,chrisbrown,nope,nope
theeconomist,blakeshelton,nope,nope
theeconomist,coldplay,nope,nope
theeconomist,realdonaldtrump,nope,nope
theeconomist,aplusk,nope,nope
theeconomist,vine,nope,nope
theeconomist,deepikapadukone,nope,nope
theeconomist,edsheeran,nope,nope
theeconomist,ricky_martin,nope,nope
theeconomist,shugairi,nope,nope
theeconomist,xtina,nope,nope
theeconomist,agnezmo,nope,nope
theeconomist,priyankachopra,nope,nope
theeconomist,twitterespanol,nope,nope
theeconomist,ihrithik,nope,nope
theeconomist,akshaykumar,nope,nope
theeconomist,ivetesangalo,nope,nope
aplusk,katyperry,yup,nope
aplusk,justinbieber,nope,yup
aplusk,taylorswift13,yup,nope
aplusk,rihanna,yup,nope
aplusk,ladygaga,nope,nope
aplusk,twitter,yup,nope
aplusk,jtimberlake,nope,nope
aplusk,britneyspears,nope,nope
aplusk,selenagomez,nope,nope
aplusk,cnnbrk,yup,nope
aplusk,jimmyfallon,yup,yup
aplusk,shakira,nope,yup
aplusk,ddlovato,yup,yup
aplusk,instagram,nope,nope
aplusk,nytimes,nope,nope
aplusk,onedirection,nope,nope
aplusk,espn,nope,nope
aplusk,wizkhalifa,nope,nope
aplusk,kanyewest,nope,nope
aplusk,neymarjr,nope,nope
aplusk,narendramodi,nope,nope
aplusk,danieltosh,nope,nope
aplusk,pitbull,nope,yup
aplusk,khloekardashian,nope,nope
aplusk,iamsrk,nope,nope
aplusk,kourtneykardash,nope,nope
aplusk,realmadrid,nope,nope
aplusk,davidguetta,nope,nope
aplusk,zaynmalik,nope,nope
aplusk,chrisbrown,nope,nope
aplusk,blakeshelton,nope,nope
aplusk,coldplay,nope,nope
aplusk,realdonaldtrump,yup,nope
aplusk,vine,nope,nope
aplusk,deepikapadukone,nope,nope
aplusk,edsheeran,nope,nope
aplusk,ricky_martin,nope,nope
aplusk,shugairi,nope,nope
aplusk,xtina,nope,nope
aplusk,priyankachopra,nope,yup
aplusk,ihrithik,nope,nope
aplusk,ivetesangalo,nope,yup
bbcworld,katyperry,nope,nope
bbcworld,justinbieber,nope,nope
bbcworld,taylorswift13,nope,nope
bbcworld,barackobama,nope,nope
bbcworld,rihanna,nope,nope
bbcworld,youtube,nope,nope
bbcworld,ladygaga,nope,nope
bbcworld,theellenshow,nope,nope
bbcworld,twitter,nope,nope
bbcworld,jtimberlake,nope,nope
bbcworld,britneyspears,nope,nope
bbcworld,kimkardashian,nope,nope
bbcworld,cristiano,nope,nope
bbcworld,selenagomez,nope,nope
bbcworld,cnnbrk,nope,nope
bbcworld,jimmyfallon,nope,yup
bbcworld,shakira,nope,nope
bbcworld,ddlovato,nope,nope
bbcworld,instagram,nope,nope
bbcworld,jlo,nope,nope
bbcworld,oprah,nope,nope
bbcworld,drake,nope,nope
bbcworld,kingjames,nope,nope
bbcworld,billgates,nope,nope
bbcworld,nytimes,nope,nope
bbcworld,kevinhart4real,nope,nope
bbcworld,onedirection,nope,nope
bbcworld,mileycyrus,nope,nope
bbcworld,sportscenter,nope,nope
bbcworld,cnn,nope,nope
bbcworld,espn,nope,nope
bbcworld,harry_styles,nope,nope
bbcworld,pink,nope,nope
bbcworld,liltunechi,nope,nope
bbcworld,wizkhalifa,nope,nope
bbcworld,niallofficial,nope,nope
bbcworld,brunomars,nope,nope
bbcworld,kanyewest,nope,nope
bbcworld,neymarjr,nope,nope
bbcworld,kaka,nope,nope
bbcworld,narendramodi,nope,nope
bbcworld,danieltosh,nope,nope
bbcworld,aliciakeys,nope,yup
bbcworld,srbachchan,nope,yup
bbcworld,nba,nope,nope
bbcworld,liampayne,nope,nope
bbcworld,louis_tomlinson,nope,nope
bbcworld,emmawatson,nope,yup
bbcworld,pitbull,nope,nope
bbcworld,khloekardashian,nope,nope
bbcworld,iamsrk,nope,nope
bbcworld,conanobrien,nope,nope
bbcworld,kourtneykardash,nope,nope
bbcworld,realmadrid,nope,nope
bbcworld,davidguetta,nope,nope
bbcworld,beingsalmankhan,nope,nope
bbcworld,nfl,nope,nope
bbcworld,eminem,nope,nope
bbcworld,nasa,nope,nope
bbcworld,nickiminaj,nope,nope
bbcworld,kendalljenner,nope,nope
bbcworld,zaynmalik,nope,nope
bbcworld,aamir_khan,nope,nope
bbcworld,fcbarcelona,nope,nope
bbcworld,kyliejenner,nope,nope
bbcworld,chrisbrown,nope,nope
bbcworld,blakeshelton,nope,nope
bbcworld,coldplay,nope,nope
bbcworld,realdonaldtrump,nope,nope
bbcworld,theeconomist,nope,nope
bbcworld,aplusk,nope,nope
bbcworld,mariahcarey,nope,nope
bbcworld,vine,nope,nope
bbcworld,deepikapadukone,nope,nope
bbcworld,leodicaprio,nope,nope
bbcworld,google,nope,nope
bbcworld,edsheeran,nope,nope
bbcworld,mohamadalarefe,nope,nope
bbcworld,ricky_martin,nope,nope
bbcworld,shugairi,nope,nope
bbcworld,xtina,nope,nope
bbcworld,agnezmo,nope,nope
bbcworld,reuters,nope,yup
bbcworld,priyankachopra,nope,nope
bbcworld,twitterespanol,nope,nope
bbcworld,ihrithik,nope,nope
bbcworld,akshaykumar,nope,nope
bbcworld,jimcarrey,nope,nope
bbcworld,kdtrey5,nope,nope
bbcworld,ryanseacrest,nope,nope
bbcworld,ivetesangalo,nope,nope
bbcworld,pmoindia,nope,nope
bbcworld,snoopdogg,nope,nope
mariahcarey,katyperry,nope,nope
mariahcarey,justinbieber,yup,yup
mariahcarey,taylorswift13,nope,nope
mariahcarey,rihanna,nope,nope
mariahcarey,youtube,nope,yup
mariahcarey,ladygaga,nope,nope
mariahcarey,theellenshow,yup,yup
mariahcarey,twitter,nope,nope
mariahcarey,jtimberlake,nope,nope
mariahcarey,britneyspears,nope,nope
mariahcarey,selenagomez,nope,nope
mariahcarey,cnnbrk,nope,nope
mariahcarey,jimmyfallon,yup,yup
mariahcarey,shakira,nope,nope
mariahcarey,ddlovato,nope,nope
mariahcarey,instagram,nope,nope
mariahcarey,oprah,yup,nope
mariahcarey,nytimes,nope,nope
mariahcarey,onedirection,nope,nope
mariahcarey,mileycyrus,nope,nope
mariahcarey,sportscenter,nope,nope
mariahcarey,espn,nope,nope
mariahcarey,pink,nope,nope
mariahcarey,wizkhalifa,nope,nope
mariahcarey,niallofficial,nope,nope
mariahcarey,kanyewest,nope,nope
mariahcarey,neymarjr,nope,nope
mariahcarey,narendramodi,nope,nope
mariahcarey,danieltosh,nope,nope
mariahcarey,aliciakeys,nope,nope
mariahcarey,srbachchan,nope,nope
mariahcarey,nba,nope,nope
mariahcarey,pitbull,nope,nope
mariahcarey,khloekardashian,nope,nope
mariahcarey,iamsrk,nope,nope
mariahcarey,kourtneykardash,nope,nope
mariahcarey,realmadrid,nope,nope
mariahcarey,davidguetta,nope,nope
mariahcarey,nfl,nope,nope
mariahcarey,nasa,nope,nope
mariahcarey,nickiminaj,nope,nope
mariahcarey,zaynmalik,nope,nope
mariahcarey,aamir_khan,nope,nope
mariahcarey,chrisbrown,nope,nope
